gis_x;gis_y;cod_distrito;distrito;cod_barrio;num_barrio;barrio;calle;numero_finca;color;bateria_linea;numero_plazas
439592.9100000000;4473566.2300000000;1;CENTRO;11;1;PALACIO;AGUAS, CALLE, DE LAS;2;077214010 Verde;Línea;7
439569.6100000000;4473598.2200000000;1;CENTRO;11;1;PALACIO;AGUAS, CALLE, DE LAS;8;077214010 Verde;Línea;4
439536.4900000000;4473428.3200000000;1;CENTRO;11;1;PALACIO;AGUILA, CALLE, DEL;17;077214010 Verde;Línea;4
439525.3600000000;4473404.2800000000;1;CENTRO;11;1;PALACIO;AGUILA, CALLE, DEL;21;077214010 Verde;Línea;4
439578.1800000000;4473498.7600000000;1;CENTRO;11;1;PALACIO;AGUILA, CALLE, DEL;3;077214010 Verde;Línea;1
439574.4900000000;4473493.4000000000;1;CENTRO;11;1;PALACIO;AGUILA, CALLE, DEL;5;077214010 Verde;Línea;1
439562.1700000000;4473475.1300000000;1;CENTRO;11;1;PALACIO;AGUILA, CALLE, DEL;9;077214010 Verde;Línea;7
439587.7600000000;4473916.8200000000;1;CENTRO;11;1;PALACIO;ALAMILLO, CALLE, DEL;1;077214010 Verde;Línea;3
439600.5100000000;4473917.4700000000;1;CENTRO;11;1;PALACIO;ALAMILLO, CALLE, DEL;2;077214010 Verde;Línea;2
439097.7700000000;4473640.6500000000;1;CENTRO;11;1;PALACIO;ALGECIRAS, CALLE, DE;1;077214010 Verde;Línea;4
439090.0900000000;4473635.7900000000;1;CENTRO;11;1;PALACIO;ALGECIRAS, CALLE, DE;2;077214010 Verde;Línea;1
439128.7400000000;4473643.7100000000;1;CENTRO;11;1;PALACIO;ALGECIRAS, CALLE, DE;5;077214010 Verde;Línea;6
439129.0200000000;4473639.9300000000;1;CENTRO;11;1;PALACIO;ALGECIRAS, CALLE, DE;6;077214010 Verde;Línea;13
439157.6300000000;4473646.5800000000;1;CENTRO;11;1;PALACIO;ALGECIRAS, CALLE, DE;7;077214010 Verde;Batería;4
439773.7600000000;4473804.4100000000;1;CENTRO;11;1;PALACIO;ALMENDRO, CALLE, DEL;12;077214010 Verde;Línea;4
439849.6700000000;4473828.1800000000;1;CENTRO;11;1;PALACIO;ALMENDRO, CALLE, DEL;4;077214010 Verde;Línea;3
439748.2900000000;4474317.8700000000;1;CENTRO;11;1;PALACIO;AMNISTIA, CALLE, DE LA;2;077214010 Verde;Línea;4
439710.6500000000;4474308.3400000000;1;CENTRO;11;1;PALACIO;AMNISTIA, CALLE, DE LA;5;077214010 Verde;Línea;3
439678.1100000000;4474300.8900000000;1;CENTRO;11;1;PALACIO;AMNISTIA, CALLE, DE LA;7;077214010 Verde;Línea;2
439666.9500000000;4474298.0100000000;1;CENTRO;11;1;PALACIO;AMNISTIA, CALLE, DE LA;9;077214010 Verde;Línea;2
439502.1800000000;4473486.0900000000;1;CENTRO;11;1;PALACIO;ANGEL, CALLE, DEL;19;077214010 Verde;Línea;4
439876.0400000000;4474393.0300000000;1;CENTRO;11;1;PALACIO;ANGELES, COSTANILLA, DE LOS;1;077214010 Verde;Línea;4
439927.2000000000;4474539.0900000000;1;CENTRO;11;1;PALACIO;ANGELES, COSTANILLA, DE LOS;14;077214010 Verde;Línea;2
439932.7300000000;4474565.6500000000;1;CENTRO;11;1;PALACIO;ANGELES, COSTANILLA, DE LOS;20;077214010 Verde;Línea;4
439888.0400000000;4474420.3900000000;1;CENTRO;11;1;PALACIO;ANGELES, COSTANILLA, DE LOS;3;077214010 Verde;Línea;4
439912.9000000000;4474476.5500000000;1;CENTRO;11;1;PALACIO;ANGELES, COSTANILLA, DE LOS;8;077214010 Verde;Línea;11
439680.5700000000;4474535.4100000000;1;CENTRO;11;1;PALACIO;ARRIETA, CALLE, DE;15;077214010 Verde;Línea;2
439674.4500000000;4474541.7500000000;1;CENTRO;11;1;PALACIO;ARRIETA, CALLE, DE;17;077214010 Verde;Línea;1
439758.0700000000;4474465.1700000000;1;CENTRO;11;1;PALACIO;ARRIETA, CALLE, DE;4;077214010 Verde;Línea;7
439708.7800000000;4474505.4600000000;1;CENTRO;11;1;PALACIO;ARRIETA, CALLE, DE;7;077214010 Verde;Línea;2
439702.5700000000;4474512.0800000000;1;CENTRO;11;1;PALACIO;ARRIETA, CALLE, DE;9;077214010 Verde;Línea;1
439450.0700000000;4473937.1100000000;1;CENTRO;11;1;PALACIO;BAILEN, CALLE, DE;S/N;077214010 Verde;Línea;1
439352.6600000000;4473875.2600000000;1;CENTRO;11;1;PALACIO;BEATRIZ GALINDO, CALLE, DE;1;077214010 Verde;Línea;1
439295.4700000000;4473765.9500000000;1;CENTRO;11;1;PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;077214010 Verde;Línea;13
439258.6500000000;4473849.9300000000;1;CENTRO;11;1;PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;077214010 Verde;Línea;35
439397.3600000000;4473898.5400000000;1;CENTRO;11;1;PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;077214010 Verde;Línea;15
439667.9500000000;4473420.2900000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;11;077214010 Verde;Línea;11
439595.5800000000;4473427.7300000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;21;077214010 Verde;Línea;7
439568.4600000000;4473438.9300000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;24;077214010 Verde;Línea;8
439562.1100000000;4473437.2600000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;29;077214010 Verde;Línea;6
439722.1100000000;4473414.6100000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;3;077214010 Verde;Línea;3
439515.9500000000;4473460.0600000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;30;077214010 Verde;Línea;10
439513.0700000000;4473457.4500000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;33;077214010 Verde;Línea;11
439472.8300000000;4473512.5900000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;36;077214010 Verde;Línea;10
439465.8200000000;4473514.7600000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;36;077214010 Verde;Línea;9
439481.7400000000;4473483.0100000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;37;077214010 Verde;Línea;3
439706.4100000000;4473416.1800000000;1;CENTRO;11;1;PALACIO;CALATRAVA, CALLE, DE;5;077214010 Verde;Línea;3
439835.6100000000;4474548.1600000000;1;CENTRO;11;1;PALACIO;CAMPOMANES, CALLE, DE;11;077214010 Verde;Línea;4
439833.1800000000;4474566.9200000000;1;CENTRO;11;1;PALACIO;CAMPOMANES, CALLE, DE;15;077214010 Verde;Línea;3
439809.6600000000;4474480.4600000000;1;CENTRO;11;1;PALACIO;CAMPOMANES, CALLE, DE;4;077214010 Verde;Línea;3
439831.8300000000;4474522.0200000000;1;CENTRO;11;1;PALACIO;CAMPOMANES, CALLE, DE;8;077214010 Verde;Línea;6
439913.1100000000;4474512.9200000000;1;CENTRO;11;1;PALACIO;CAÑOS DEL PERAL, CALLE, DE LOS;11;077214010 Verde;Línea;1
439883.9500000000;4474487.0200000000;1;CENTRO;11;1;PALACIO;CAÑOS DEL PERAL, CALLE, DE LOS;4;077214010 Verde;Línea;10
439504.6700000000;4473883.6600000000;1;CENTRO;11;1;PALACIO;CAÑOS VIEJOS, CUESTA, DE LOS;2;077214010 Verde;Línea;8
439498.4700000000;4473883.1200000000;1;CENTRO;11;1;PALACIO;CAÑOS VIEJOS, CUESTA, DE LOS;3;077214010 Verde;Línea;6
439837.3300000000;4473752.7400000000;1;CENTRO;11;1;PALACIO;CAVA ALTA, CALLE, DE LA;15;077214010 Verde;Línea;11
439760.4300000000;4473710.6000000000;1;CENTRO;11;1;PALACIO;CAVA ALTA, CALLE, DE LA;32;077214010 Verde;Línea;6
439725.4500000000;4473691.0800000000;1;CENTRO;11;1;PALACIO;CAVA ALTA, CALLE, DE LA;38;077214010 Verde;Línea;2
439741.2500000000;4473700.0800000000;1;CENTRO;11;1;PALACIO;CAVA ALTA, CALLE, DE LA;38;077214010 Verde;Línea;2
439910.7400000000;4473770.3800000000;1;CENTRO;11;1;PALACIO;CAVA ALTA, CALLE, DE LA;5;077214010 Verde;Línea;6
439896.4900000000;4473869.5100000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;10;077214010 Verde;Línea;5
439886.9900000000;4473853.0100000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;12;077214010 Verde;Línea;1
439882.0300000000;4473842.4100000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;14;077214010 Verde;Línea;1
439869.3200000000;4473818.1700000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;18;077214010 Verde;Línea;2
439768.9900000000;4473735.7500000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;39;077214010 Verde;Línea;15
439907.0600000000;4473890.0700000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;4;077214010 Verde;Línea;1
439729.2900000000;4473713.4300000000;1;CENTRO;11;1;PALACIO;CAVA BAJA, CALLE, DE LA;40;077214010 Verde;Línea;3
439825.8700000000;4473561.1600000000;1;CENTRO;11;1;PALACIO;CEBADA, CALLE, DE LA;1;077214010 Verde;Línea;1
439787.1400000000;4473588.9500000000;1;CENTRO;11;1;PALACIO;CEBADA, CALLE, DE LA;1;077214010 Verde;Línea;3
439767.9500000000;4473590.1700000000;1;CENTRO;11;1;PALACIO;CEBADA, CALLE, DE LA;3;077214010 Verde;Línea;4
439746.0700000000;4473584.1700000000;1;CENTRO;11;1;PALACIO;CEBADA, CALLE, DE LA;7;077214010 Verde;Línea;5
439811.6100000000;4473571.2100000000;1;CENTRO;11;1;PALACIO;CEBADA, CALLE, DE LA;S/N;077214010 Verde;Línea;5
439744.5600000000;4473670.3400000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;10;077214010 Verde;Línea;2
439755.3600000000;4473667.9200000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;10;077214010 Verde;Línea;2
439843.9000000000;4473654.2000000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;3;077214010 Verde;Línea;5
439816.6100000000;4473658.1100000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;5;077214010 Verde;Línea;2
439810.7700000000;4473652.5300000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;6;077214010 Verde;Línea;8
439792.7800000000;4473661.5400000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;7;077214010 Verde;Línea;2
439755.5700000000;4473661.2500000000;1;CENTRO;11;1;PALACIO;CEBADA, PLAZA, DE LA;9;077214010 Verde;Línea;7
438978.2500000000;4474059.0300000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Línea;13
438953.3400000000;4474053.1200000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Línea;17
439020.9800000000;4474066.2100000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Batería;9
439021.6900000000;4474042.8700000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Batería;9
439104.2000000000;4474056.2500000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Línea;25
439104.9400000000;4474049.1800000000;1;CENTRO;11;1;PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;255140000 Naranja;Línea;25
439868.9800000000;4474191.1800000000;1;CENTRO;11;1;PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;3;077214010 Verde;Línea;2
439616.0600000000;4474228.1700000000;1;CENTRO;11;1;PALACIO;CRUZADA, CALLE, DE LA;5;077214010 Verde;Línea;2
439299.6400000000;4473360.1600000000;1;CENTRO;11;1;PALACIO;DESCARGAS, CUESTA, DE LAS;12;077214010 Verde;Línea;2
439280.9100000000;4473374.8600000000;1;CENTRO;11;1;PALACIO;DESCARGAS, CUESTA, DE LAS;14;077214010 Verde;Línea;6
439367.2700000000;4473305.0200000000;1;CENTRO;11;1;PALACIO;DESCARGAS, CUESTA, DE LAS;3;077214010 Verde;Línea;22
439741.6300000000;4474928.3800000000;1;CENTRO;11;1;PALACIO;DOCTOR CARRACIDO, CALLE, DEL;1;077214010 Verde;Línea;1
439732.7800000000;4474917.9100000000;1;CENTRO;11;1;PALACIO;DOCTOR CARRACIDO, CALLE, DEL;1;077214010 Verde;Línea;4
439762.9900000000;4473942.7400000000;1;CENTRO;11;1;PALACIO;DOCTOR LETAMENDI, CALLE, DEL;1;077214010 Verde;Línea;9
439495.9500000000;4473695.7500000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;12;077214010 Verde;Línea;7
439470.9700000000;4473703.1300000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;14;077214010 Verde;Línea;4
439403.7000000000;4473712.4200000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;17;077214010 Verde;Línea;2
439377.8200000000;4473717.2300000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;19;077214010 Verde;Línea;1
439379.6600000000;4473722.0800000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;20;077214010 Verde;Línea;4
439514.5300000000;4473690.1100000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;5;077214010 Verde;Línea;1
439486.9100000000;4473692.9700000000;1;CENTRO;11;1;PALACIO;DON PEDRO, CALLE, DE;7;077214010 Verde;Línea;12
439667.6500000000;4474607.5200000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;1;077214010 Verde;Línea;7
439619.2400000000;4474673.7300000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;10;077214010 Verde;Línea;3
439674.0500000000;4474605.3100000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;2;077214010 Verde;Línea;5
439659.2000000000;4474624.0300000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;4;077214010 Verde;Línea;1
439614.9900000000;4474672.5700000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;5;077214010 Verde;Línea;1
439645.5300000000;4474641.2900000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;6;077214010 Verde;Línea;6
439634.7400000000;4474648.1900000000;1;CENTRO;11;1;PALACIO;ENCARNACION, CALLE, DE LA;8;077214010 Verde;Línea;8
439678.2100000000;4474576.7100000000;1;CENTRO;11;1;PALACIO;ENCARNACION, PLAZA, DE LA;4;077214010 Verde;Línea;3
439683.2100000000;4474572.9900000000;1;CENTRO;11;1;PALACIO;ENCARNACION, PLAZA, DE LA;4;077214010 Verde;Línea;3
439820.5900000000;4474303.6500000000;1;CENTRO;11;1;PALACIO;ESCALINATA, CALLE, DE LA;9;077214010 Verde;Línea;5
439781.0700000000;4474307.3200000000;1;CENTRO;11;1;PALACIO;ESPEJO, CALLE, DEL;12;077214010 Verde;Línea;3
439524.8500000000;4474228.6900000000;1;CENTRO;11;1;PALACIO;FACTOR, CALLE, DEL;14;077214010 Verde;Línea;4
439548.6100000000;4474156.8800000000;1;CENTRO;11;1;PALACIO;FACTOR, CALLE, DEL;5;077214010 Verde;Línea;4
439738.2400000000;4474888.0400000000;1;CENTRO;11;1;PALACIO;FLOR BAJA, CALLE, DE LA;11;077214010 Verde;Línea;5
439782.2300000000;4474869.1500000000;1;CENTRO;11;1;PALACIO;FLOR BAJA, CALLE, DE LA;5;077214010 Verde;Línea;6
439757.0500000000;4474879.6700000000;1;CENTRO;11;1;PALACIO;FLOR BAJA, CALLE, DE LA;6;077214010 Verde;Línea;1
439683.6600000000;4474850.8000000000;1;CENTRO;11;1;PALACIO;FOMENTO, CALLE, DE;36;077214010 Verde;Línea;2
439373.5900000000;4473804.6100000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;1;077214010 Verde;Línea;1
439364.3900000000;4473779.4100000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;2;077214010 Verde;Línea;6
439366.1000000000;4473766.3500000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;3;077214010 Verde;Línea;14
439356.6100000000;4473747.0400000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;4;077214010 Verde;Línea;4
439338.3600000000;4473729.7300000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;7;077214010 Verde;Línea;4
439341.1100000000;4473723.1500000000;1;CENTRO;11;1;PALACIO;GABRIEL MIRO, PLAZA, DE;7;077214010 Verde;Batería;10
439929.4900000000;4473868.6700000000;1;CENTRO;11;1;PALACIO;GRAFAL, CALLE, DE;6;077214010 Verde;Línea;4
439469.8300000000;4473394.9800000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;077214010 Verde;Línea;1
439487.6600000000;4473392.8300000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;077214010 Verde;Línea;5
439464.6400000000;4473408.8900000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;077214010 Verde;Línea;2
439461.3600000000;4473463.4900000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;17;077214010 Verde;Línea;17
439446.8200000000;4473456.9400000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;17;077214010 Verde;Línea;7
439553.3600000000;4473272.3500000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;4;077214010 Verde;Línea;4
439561.3800000000;4473259.2300000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;4;077214010 Verde;Línea;2
439540.5900000000;4473262.4800000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;5;077214010 Verde;Línea;2
439538.8600000000;4473297.1600000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;6;077214010 Verde;Línea;4
439518.2300000000;4473300.0700000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;9;077214010 Verde;Línea;11
439494.4900000000;4473341.3400000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;S/N;077214010 Verde;Línea;2
439451.4600000000;4473320.8200000000;1;CENTRO;11;1;PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;S/N;077214010 Verde;Línea;18
439680.8200000000;4474683.3500000000;1;CENTRO;11;1;PALACIO;GUILLERMO ROLLAND, CALLE, DE;11;077214010 Verde;Línea;3
439721.7500000000;4474632.7300000000;1;CENTRO;11;1;PALACIO;GUILLERMO ROLLAND, CALLE, DE;2;077214010 Verde;Línea;3
439720.9500000000;4473594.8100000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;10;077214010 Verde;Línea;2
439723.8600000000;4473577.6200000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;12;077214010 Verde;Línea;2
439725.9100000000;4473565.9500000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;14;077214010 Verde;Línea;2
439727.7100000000;4473554.8600000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;16;077214010 Verde;Línea;2
439726.9900000000;4473514.2200000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;20;077214010 Verde;Línea;3
439731.5900000000;4473556.9200000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;3;077214010 Verde;Línea;8
439712.5700000000;4473643.1100000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;4;077214010 Verde;Línea;6
439716.4100000000;4473619.6600000000;1;CENTRO;11;1;PALACIO;HUMILLADERO, CALLE, DEL;8;077214010 Verde;Línea;2
439764.9100000000;4474348.6200000000;1;CENTRO;11;1;PALACIO;INDEPENDENCIA, CALLE, DE LA;3;077214010 Verde;Línea;4
439766.0500000000;4474368.2200000000;1;CENTRO;11;1;PALACIO;INDEPENDENCIA, CALLE, DE LA;4;077214010 Verde;Línea;1
439836.3500000000;4474773.8000000000;1;CENTRO;11;1;PALACIO;ISABEL LA CATOLICA, CALLE, DE;10;077214010 Verde;Línea;14
439547.9800000000;4473346.9900000000;1;CENTRO;11;1;PALACIO;ISABEL TINTERO, CALLE, DE;3;077214010 Verde;Línea;13
439309.4000000000;4473619.4300000000;1;CENTRO;11;1;PALACIO;JERTE, CALLE, DE;8;077214010 Verde;Línea;21
439644.7800000000;4474146.7500000000;1;CENTRO;11;1;PALACIO;JUAN DE HERRERA, CALLE, DE;3;077214010 Verde;Línea;3
439820.8900000000;4474707.1500000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;2;077214010 Verde;Línea;1
439728.1600000000;4474865.1000000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;24;077214010 Verde;Línea;8
439733.5300000000;4474846.8400000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;31;077214010 Verde;Línea;1
439720.8600000000;4474872.7000000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;35;077214010 Verde;Línea;4
439806.8600000000;4474723.8700000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;4;077214010 Verde;Línea;4
439691.9600000000;4474931.1800000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;45;077214010 Verde;Línea;2
439692.9800000000;4474936.3200000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;45;077214010 Verde;Línea;6
439684.5300000000;4474947.0700000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;47;077214010 Verde;Línea;3
439793.0600000000;4474741.8000000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;6;077214010 Verde;Línea;1
439781.5700000000;4474763.1000000000;1;CENTRO;11;1;PALACIO;LEGANITOS, CALLE, DE;8;077214010 Verde;Línea;5
439661.7600000000;4473556.8100000000;1;CENTRO;11;1;PALACIO;LUCIENTE, CALLE, DE;11;077214010 Verde;Línea;4
439639.4700000000;4473561.7400000000;1;CENTRO;11;1;PALACIO;LUCIENTE, CALLE, DE;15;077214010 Verde;Línea;3
439701.4200000000;4473547.7700000000;1;CENTRO;11;1;PALACIO;LUCIENTE, CALLE, DE;3;077214010 Verde;Línea;9
439526.9100000000;4473762.7200000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;11;077214010 Verde;Línea;2
439513.4100000000;4473787.9600000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;16;077214010 Verde;Batería;8
439499.2400000000;4473824.2400000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;17;077214010 Verde;Línea;6
439502.0700000000;4473825.3700000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;18;077214010 Verde;Línea;6
439593.8200000000;4473730.3900000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;4;077214010 Verde;Línea;8
439556.0700000000;4473736.7100000000;1;CENTRO;11;1;PALACIO;MANCEBOS, CALLE, DE LOS;8;077214010 Verde;Línea;7
439833.1000000000;4474161.3300000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;48;077214010 Verde;Línea;5
439436.7100000000;4474076.5200000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;81;077214010 Verde;Línea;3
439400.8100000000;4474070.4700000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;83;077214010 Verde;Batería;2
439415.6100000000;4474069.1100000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;83;077214010 Verde;Batería;4
439380.8800000000;4474072.9300000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;85;077214010 Verde;Línea;6
439386.0900000000;4474080.9500000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;90;077214010 Verde;Línea;2
439409.5800000000;4474079.0900000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;90;077214010 Verde;Línea;5
439355.7900000000;4474084.4900000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;92;077214010 Verde;Línea;4
439340.7400000000;4474083.5800000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;92;077214010 Verde;Línea;2
439320.1500000000;4474022.3100000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;S/N;077214010 Verde;Batería;10
439330.6700000000;4474055.0300000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;S/N;077214010 Verde;Línea;20
439323.9700000000;4474068.2700000000;1;CENTRO;11;1;PALACIO;MAYOR, CALLE;S/N;077214010 Verde;Línea;6
439614.9500000000;4473519.9000000000;1;CENTRO;11;1;PALACIO;MEDIODIA GRANDE, CALLE, DEL;22;077214010 Verde;Línea;5
439696.6600000000;4473503.2100000000;1;CENTRO;11;1;PALACIO;MEDIODIA GRANDE, CALLE, DEL;3;077214010 Verde;Línea;10
439414.3200000000;4473830.5500000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;10;077214010 Verde;Línea;7
439471.8400000000;4473847.8000000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;11;077214010 Verde;Línea;6
439391.3200000000;4473816.4800000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;12;077214010 Verde;Línea;1
439411.8600000000;4473823.7200000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;15;077214010 Verde;Línea;6
439394.4900000000;4473812.8600000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;17;077214010 Verde;Línea;2
439380.0700000000;4473809.5200000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;19;077214010 Verde;Línea;1
439530.7800000000;4473878.6500000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;4;077214010 Verde;Línea;10
439505.6200000000;4473853.4200000000;1;CENTRO;11;1;PALACIO;MORERIA, CALLE, DE LA;7;077214010 Verde;Línea;2
439510.0000000000;4473865.8400000000;1;CENTRO;11;1;PALACIO;MORERIA, PLAZA, DE LA;5;077214010 Verde;Batería;4
439575.8800000000;4474269.2700000000;1;CENTRO;11;1;PALACIO;NOBLEJAS, CALLE, DE;2;077214010 Verde;Línea;8
439549.3200000000;4474270.3800000000;1;CENTRO;11;1;PALACIO;NOBLEJAS, CALLE, DE;4;077214010 Verde;Línea;2
439659.7400000000;4473616.9300000000;1;CENTRO;11;1;PALACIO;ORIENTE, CALLE, DE;11;077214010 Verde;Línea;2
439694.8600000000;4473609.0500000000;1;CENTRO;11;1;PALACIO;ORIENTE, CALLE, DE;3;077214010 Verde;Línea;8
439604.7900000000;4473358.9100000000;1;CENTRO;11;1;PALACIO;PALOMA, CALLE, DE LA;13;077214010 Verde;Línea;6
439613.2100000000;4473404.6100000000;1;CENTRO;11;1;PALACIO;PALOMA, CALLE, DE LA;2;077214010 Verde;Línea;7
